accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
1604241077.905925,-0.0596923828125,0.97021484375,-0.2086181640625,0.1297709923664122,-2.236641221374046,1.9389312977099236,stand
1604241077.945925,-0.0472412109375,0.974609375,-0.2166748046875,0.9007633587786259,-1.7938931297709924,-0.8015267175572519,stand
1604241077.985925,-0.0428466796875,0.978759765625,-0.2152099609375,0.5267175572519084,-0.8931297709923665,-0.33587786259541985,stand
1604241078.025925,-0.0540771484375,0.97216796875,-0.2171630859375,0.20610687022900764,-1.9465648854961832,0.5877862595419847,stand
1604241078.065925,-0.0506591796875,0.9794921875,-0.2098388671875,1.1908396946564885,-0.5801526717557252,0.04580152671755725,stand
1604241078.1059248,-0.0521240234375,0.9775390625,-0.2042236328125,0.5954198473282443,-2.099236641221374,0.2366412213740458,stand
1604241078.1459248,-0.0523681640625,0.969482421875,-0.2083740234375,-0.10687022900763359,-0.9618320610687023,0.31297709923664124,stand
1604241078.1859248,-0.0543212890625,0.97265625,-0.2100830078125,1.1908396946564885,-2.7099236641221376,0.2366412213740458,stand
1604241078.2259247,-0.0313720703125,0.96923828125,-0.2003173828125,1.251908396946565,-1.282442748091603,-0.183206106870229,stand
1604241078.2659247,-0.0501708984375,0.972900390625,-0.2005615234375,-0.007633587786259542,-2.404580152671756,0.4580152671755725,stand
1604241078.3059247,-0.0601806640625,0.977783203125,-0.2139892578125,0.9083969465648855,-0.45038167938931295,-0.5801526717557252,stand
1604241078.3459246,-0.0501708984375,0.971435546875,-0.2271728515625,0.7709923664122137,-1.9312977099236641,-0.25190839694656486,stand
1604241078.3859246,-0.0699462890625,0.970947265625,-0.1934814453125,0.5725190839694656,-1.450381679389313,-0.3816793893129771,stand
1604241078.4259245,-0.0765380859375,0.97314453125,-0.2012939453125,1.3282442748091603,-0.17557251908396945,-1.0763358778625953,stand
1604241078.4659245,-0.0467529296875,0.97607421875,-0.2044677734375,1.0381679389312977,-1.8854961832061068,-0.2748091603053435,stand
1604241078.5059245,-0.0489501953125,0.96044921875,-0.1927490234375,0.46564885496183206,-0.5190839694656488,0.03816793893129771,stand
1604241078.5459244,-0.0435791015625,0.981689453125,-0.2125244140625,1.4885496183206106,-2.595419847328244,-0.17557251908396945,stand
1604241078.5859244,-0.0526123046875,0.973388671875,-0.2100830078125,1.450381679389313,-0.4580152671755725,-0.07633587786259542,stand
1604241078.6259243,-0.0692138671875,0.97509765625,-0.2098388671875,0.7251908396946565,-1.6717557251908397,0.6870229007633588,stand
1604241078.6659243,-0.0584716796875,0.9736328125,-0.2127685546875,0.5114503816793893,-2.053435114503817,-0.015267175572519083,stand
1604241078.7059243,-0.0506591796875,0.980224609375,-0.2030029296875,1.0,0.6106870229007634,0.16793893129770993,stand
1604241078.7459242,-0.0662841796875,0.97216796875,-0.2081298828125,1.1374045801526718,-1.6946564885496183,0.45038167938931295,stand
1604241078.7859242,-0.0479736328125,0.975830078125,-0.2086181640625,1.4122137404580153,-1.717557251908397,0.4732824427480916,stand
1604241078.8259242,-0.0565185546875,0.972900390625,-0.1839599609375,0.45038167938931295,-0.5114503816793893,0.5801526717557252,stand
1604241078.8659241,-0.0513916015625,0.97119140625,-0.2149658203125,1.1908396946564885,-1.1374045801526718,-0.21374045801526717,stand
1604241078.905924,-0.0633544921875,0.966064453125,-0.2093505859375,1.5267175572519085,-0.42748091603053434,-0.35877862595419846,stand
1604241078.945924,-0.0660400390625,0.97802734375,-0.2271728515625,0.35877862595419846,-1.16793893129771,-0.33587786259541985,stand
1604241078.985924,-0.0323486328125,0.967041015625,-0.2005615234375,0.8473282442748091,-0.9007633587786259,-0.5343511450381679,stand
1604241079.025924,-0.0567626953125,0.96630859375,-0.2010498046875,2.0381679389312977,-0.6564885496183206,-0.2366412213740458,stand
1604241079.065924,-0.0548095703125,0.960693359375,-0.2066650390625,0.5725190839694656,-1.5954198473282444,0.03816793893129771,stand
1604241079.105924,-0.0538330078125,0.97607421875,-0.2073974609375,0.8091603053435115,-0.7404580152671756,-0.45038167938931295,stand
1604241079.1459239,-0.0567626953125,0.980712890625,-0.2052001953125,0.13740458015267176,-0.030534351145038167,-0.32061068702290074,stand
1604241079.1859238,-0.0513916015625,0.97412109375,-0.2293701171875,1.0076335877862594,-2.0839694656488548,-0.26717557251908397,stand
1604241079.2259238,-0.0540771484375,0.978759765625,-0.2269287109375,0.16793893129770993,1.3206106870229009,0.29770992366412213,stand
1604241079.2659237,-0.0633544921875,0.96142578125,-0.2052001953125,0.6946564885496184,-0.8244274809160306,-0.21374045801526717,stand
