accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
1604240036.2786756,0.60498046875,0.784423828125,-0.0928955078125,-10.374045801526718,0.3893129770992366,67.74045801526718,squat
1604240036.3186755,0.70166015625,0.713623046875,-0.0130615234375,-3.16793893129771,19.35114503816794,62.76335877862596,squat
1604240036.3586755,0.646484375,0.740234375,-0.0225830078125,3.3206106870229006,14.49618320610687,63.0,squat
1604240036.3986754,0.721923828125,0.74365234375,0.008056640625,-2.717557251908397,5.145038167938932,66.41221374045801,squat
1604240036.4386754,0.84765625,0.665283203125,-0.0245361328125,4.778625954198473,14.473282442748092,60.16793893129771,squat
1604240036.4786754,0.606201171875,0.63818359375,0.00732421875,-0.1297709923664122,13.549618320610687,61.12213740458015,squat
1604240036.5186753,1.020751953125,0.61328125,0.02685546875,-0.7938931297709924,16.404580152671755,58.30534351145038,squat
1604240036.5586753,0.807373046875,0.628173828125,0.011962890625,8.213740458015268,12.763358778625955,54.404580152671755,squat
1604240036.5986753,0.968994140625,0.5361328125,0.027099609375,9.48091603053435,15.961832061068701,53.465648854961835,squat
1604240036.6386752,0.86962890625,0.492919921875,0.033203125,9.557251908396946,-0.7099236641221374,50.56488549618321,squat
1604240036.6786752,1.0576171875,0.486572265625,0.020263671875,3.0229007633587788,12.541984732824428,46.10687022900763,squat
1604240036.7186751,0.792236328125,0.46826171875,0.118408203125,8.473282442748092,12.755725190839694,47.58015267175573,squat
1604240036.758675,0.9892578125,0.524169921875,0.050537109375,13.564885496183207,-11.877862595419847,46.61832061068702,squat
1604240036.798675,0.967041015625,0.46142578125,0.009765625,-1.0076335877862594,15.488549618320612,41.61832061068702,squat
1604240036.838675,0.970458984375,0.39697265625,0.019775390625,0.3435114503816794,-5.221374045801527,43.25190839694657,squat
1604240036.878675,0.99853515625,0.43359375,0.023681640625,-1.6870229007633588,2.381679389312977,36.70992366412214,squat
1604240036.918675,1.098388671875,0.40966796875,-0.0186767578125,-4.305343511450381,4.236641221374046,28.763358778625953,squat
1604240036.958675,0.977783203125,0.41455078125,0.0615234375,2.236641221374046,-1.366412213740458,18.80916030534351,squat
1604240036.9986749,1.203125,0.408203125,0.041748046875,1.9770992366412214,-0.5419847328244275,5.129770992366412,squat
1604240037.0386748,1.315185546875,0.46337890625,0.01220703125,5.351145038167939,-8.282442748091603,-8.877862595419847,squat
1604240037.0786748,1.221435546875,0.4755859375,0.004638671875,6.091603053435114,-5.67175572519084,-28.984732824427482,squat
1604240037.1186748,1.2470703125,0.482177734375,0.046142578125,-1.4427480916030535,0.4122137404580153,-48.68702290076336,squat
1604240037.1586747,1.135009765625,0.517333984375,0.04931640625,-2.8931297709923665,-8.595419847328245,-64.1526717557252,squat
1604240037.1986747,1.093505859375,0.52197265625,0.028564453125,-6.282442748091603,-15.900763358778626,-78.38167938931298,squat
1604240037.2386746,0.98828125,0.544921875,-0.0228271484375,-7.0458015267175576,-20.83206106870229,-88.55725190839695,squat
1604240037.2786746,0.9658203125,0.543212890625,-0.0238037109375,-4.091603053435114,-25.12213740458015,-95.62595419847328,squat
1604240037.3186746,0.840576171875,0.57958984375,-0.0386962890625,-0.9618320610687023,-32.63358778625954,-96.70229007633588,squat
1604240037.3586745,0.7939453125,0.65380859375,-0.0369873046875,-4.106870229007634,-35.229007633587784,-94.87786259541984,squat
1604240037.3986745,0.697265625,0.680908203125,-0.0396728515625,-5.770992366412214,-34.63358778625954,-94.43511450381679,squat
1604240037.4386744,0.60205078125,0.774169921875,-0.0594482421875,-15.305343511450381,-40.20610687022901,-92.82442748091603,squat
1604240037.4786744,0.6201171875,0.715087890625,-0.1495361328125,-16.267175572519083,-27.702290076335878,-93.87786259541984,squat
1604240037.5186744,0.497314453125,0.738037109375,-0.1170654296875,-20.114503816793892,-19.702290076335878,-99.70992366412214,squat
1604240037.5586743,0.390625,0.7373046875,-0.0660400390625,-12.15267175572519,-26.19083969465649,-100.89312977099236,squat
1604240037.5986743,0.439697265625,0.759033203125,-0.0931396484375,-10.442748091603054,-16.564885496183205,-94.61832061068702,squat
1604240037.6386743,0.384521484375,0.745849609375,-0.0316162109375,-2.7480916030534353,-15.488549618320612,-88.89312977099236,squat
1604240037.6786742,0.31591796875,0.829833984375,-0.0150146484375,-11.557251908396946,-10.251908396946565,-77.76335877862596,squat
1604240037.7186742,0.298828125,0.831787109375,-0.0523681640625,3.3206106870229006,-18.748091603053435,-73.9618320610687,squat
1604240037.7586741,0.267822265625,0.9111328125,-0.0718994140625,2.7709923664122136,-29.740458015267176,-66.46564885496183,squat
1604240037.798674,0.171875,0.91650390625,-0.0526123046875,-8.755725190839694,-12.442748091603054,-57.70229007633588,squat
